Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 040-095852,2020-02-26,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2024/S 32-94768,2024-02-14,CNRS Alpes,FR,LOT-0001,Fourniture d'un cryostat à dilution avec tube à gaz propulsé,Fourniture d'un cryostat à dilution avec tube à gaz propulsé,480663.23,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2021/S 084-215258,2021-04-30,Freistaat Bayern vertreten durch die Julius-Maximilians-Universität Würzburg,DE,1,Cryogen-free dilution refrigerator system Technische Physik 2021,"Der Freistaat Bayern (Auftraggeber) – hier vertreten durch die Julius-Maximilians-Universität Würzburg – vergibt die Beschaffung eines Cryogen-free dilution refrigerator-Systems für den Lehrstuhl für Technische Physik an der Julius-Maximilians-Universität Würzburg. Die folgenden Alleinstellungsmerkmale sind für unsere Forschung unbedingt erforderlich und werden von keinem anderen Anbieter bereitgestellt: Aufgrund des Wärmeeintrages des benötigten optischen Freistrahlzuganges und der Stromaufnahme der Positionierer für die Probenjustage ist eine möglichst große Kühlleistung nötig. Die abgeschätzten technischen Anforderungen an die Kühlleistung an der Stelle der Experimentierplattform sind eine Netto‐Kühlleistung von mehr als 16 Mikrowatt bei T = 20 mK und eine Netto‐Kühlleistung von mehr als 450 Mikrowatt bei T = 100 mK. — vertikale Vibrationen der Probe im Frequenzbereich von 0-200 Hz von weniger als 500 nm maximale Amplitude. — Möglichst langer, vollständig fernsteuerbarer Dauerbetrieb ohne jeglichen Einsatz von kryogenen Flüssigkeiten. Die garantierte Dauerbetriebszeit beträgt mindestens 12 Monate. Die technische Umsetzung dieser Anforderung wurde von Bluefors im Patent EP 3167235B1 geschützt. — Probentauschplattform für schnellen Probentausch mit mindestens 58 mm Innendurchmesser und Kühlzeit der Probe auf unter 20 mK von unter 8 h.",549000,EUR,Bluefors Oy,FI,Missing: Justification
2023/S 192-599658,2023-10-05,Uppsala universitet,SE,1,Dilution refrigerator,The Department of Physics and Astronomy at Uppsala University invites you to submit a tender regarding a dilution refrigerator.,Missing: Amount,Missing: Amount,no awarded supplier,no awarded supplier,Missing: Justification
2018/S 228-521308,2018-11-27,Aalto University Foundation sr,FI,1,Cryogen-free Dilution Refrigerator,"A complete, stand-alone cryogen-free dilution refrigerator with base temperature below 10 mK, fast sample exchange capability with a bottom-loading probe, extensive vibration isolation, and various types of experimental wirings. The device must have an automated press-of-a-button fast cool down capability from room temperature to base temperature. The device must be compatible with computer control and remote access, as well as fully manual operation without a control computer.",499900.00,EUR,Bluefors Oy,FI,Missing: Justification
2022/S 103-289117,2022-05-30,Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,NL,1,Milli Kelvin (dilution) fridge,Levering van één instrument,1.0,EUR,Bluefors Oy,FI,"Zowel de verkenning van de markt d.z.v. de materie deskundigen van de afdeling Quantum Technology, als een door Inkoop gepubliceerde openbare marktconsultatie op TenderNed, heeft géén andere partij zich naar voren doen treden dan Bluefors Oy. Om deze redenen is er de verwachting dat een Europese aanbesteding dezelfde uitkomst geeft, dat alleen Bluefors TNO een technische oplossing kan bieden, die TNO nodig heeft om zijn O&O opdrachten uit te voeren."
2021/S 072-183096,2021-04-14,Centre national de la recherche scientifique,FR,2024161,"Acquisition d’un réfrigérateur à dilution sans hélium liquide, avec un aimant vectoriel supraconducteur équipé d’un système de chargement et déchargement rapide d’échantillon pour le LPS","Le système sera fourni avec les pompes, compresseurs, système de thermométrie, système de gestion etc.",503100.00,EUR,Bluefors,FI,Missing: Justification
2019/S 127-310399,2019-07-04,National Physical Laboratory,UK,1,OJEU ITT — Dilution Refrigerator (2),"The National Physical Laboratory [NPL] requirement is for a new dilution refrigerator for measurements of superconducting circuits and high coherence superconducting qubits at millikelvin temperatures. The new system should be large enough to accommodate multiple samples, each one requiring multiple microwave and dc-lines. Furthermore, the system will host a Scanning Probe Measurement (SPM) system meaning a low-vibration level at the mixing chamber is of utmost importance. The system will also be used for commercial services for which rapid turnaround and exchange of dedicated measurement line assemblies are required.",621655.00,EUR,BlueFors Oy,FI,Missing: Justification
2016/S 123-220974,2016-06-29,Universiteit Leiden,NL,1,Upgrade of 3K system to Cryogen-Free Dilution Refrigerator System.,Upgrade of 3K system to Cryogen-Free Dilution Refrigerator System.,280000,EUR,Leiden Cryogenics BV,NL,"A research group of Leiden University intends to purchase an upgrade to a low vibration cryostat. Only with a combination of capabilities, tailored to the high-end needs of the group, their research questions can be addressed. The ‘Oosterkamp’ research group investigates quantum matter using scanning probe microscopes at ultra low temperatures of 1 mK - 4K. The experiments require a combination of the very low temperatures of a dilution refrigerator with very low vibrations and a large experimental space. A large space which can only be achieved for reasonable operating costs if a refrigeration scheme is used that does not require a source of liquid Helium. Because the compressor that provides the cooling causes a lot of vibrations, the experimental goals can only be achieved with state of the art vibration isolation. The Oosterkamp research group is the 1st and to our knowledge is so far the only group which managed to obtain atomic resolution inside a pulse tube dilution refrigerator: A.M.J. den Haan et al., Atomic resolution scanning tunnelling microscopy in a cryogen free dilution refrigerator at 15 mK. Rev. Sci. Instrum. 85 (2014) 035112, http://dx.doi.org/10.1063/1.4868684 It has achieved this by implementing a range of vibration isolation measures. To improve on this further, the group has developed a special frame and tested this concept on a Leiden Cryogenics 4K pulse tube refrigerator system. After a successful test we would like to upgrade this system to milli-Kelvin temperatures. This upgrade can only be done by the manufacturer of the 4K system, which is Leiden Cryogenics B.V."
2022/S 238-683290,2022-12-09,Technische Universiteit Eindhoven,NL,1,Dilution Fridge,The aim of this tender is to contract one supplier for the delivery and installation of a Dilution Fridge.,499000.00,EUR,Bluefors Oy,FI,Missing: Justification
2017/S 132-269654,2017-07-13,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2021/S 252-669903,2021-12-28,"LMU München, Fakultät für Physik",DE,1,Lieferung eines Tieftemperaturkryostaten,"Tieftemperaturkryostate sind unverzichtbare Geräte, um Materialproben nahe dem absoluten Nullpunkt abzukühlen, wo ihre Quanteneigenschaften beobachtbar werden. Diese Geräte erwiesen sich als entscheidend für die Untersuchung supraleitender Materialien, bei denen die supraleitenden Eigenschaften oft nur bei Temperaturen unterhalb von 1 K oder sogar 100 mK auftreten. Um die supraleitenden Eigenschaften zu untersuchen, sind solche Kryostate mit modernsten gefilterten elektronischen Leitungen ausgestattet, die es ermöglichen, den widerstandsfreien Zustand eines supraleitenden Zustands zu messen. Im Rahmen des ERC Starting Grant SuperTwist wird der Lehrstuhl Efetov eine Vielzahl neuartiger Moiré-Materialien herstellen und diese auf ihre supraleitenden Eigenschaften bis zu Temperaturen von 100 mK untersuchen. In diesem Zusammenhang werden wir einen Tieftemperatur-Kryostat kaufen, der das Abkühlen von nanoskaligen Bauelementen auf Temperaturen von 100 mK und deren sofortige elektronische Transportmessungen ermöglicht. Hier ist es unbedingt erforderlich, dass der Kryostat über einen ultraschnellen Lademechanismus der Proben verfügt, der es ermöglicht, die Probe in wenigen Stunden zu laden, abzukühlen und wieder aufzuwärmen. Dies ist entscheidend, da wir viele Proben herstellen werden und eine sehr schnelle Rückkopplungsschleife benötigen, um diese für ein positives Ergebnis zu charakterisieren – zu testen ob die hergestellten Proben also tatsächlich supraleitend sind. Zudem ist es extrem wichtig, dass man die Temperatur kontinuierlich von 100 mK bis 300 K kontrollieren kann, da hochauflösende Temperaturkurven aufgenommen werden, die Aufschluss über den Mechanismus der Supraleitung ermöglichen. Die Anforderungen an den Tieftemperaturkryostaten sind: • A1. Abkühlzeit und Probenwechselzeit Die Proben sollen in weniger als 10 Minuten einzuschleusen und in weniger als 3 Stunden ohne Thermalisierung bei Zwischentemperaturen von 300 K auf 100 mK abzukühlen sein. Das Einbringen des Probenträgers soll weitestgehend automatisch durch einen Software-gesteuerten Lademechanismus erfolgen und deshalb weder das Abschalten oder die Demontage des Bauelements noch besondere Fachkenntnis erfordern. Der Probenträger soll nach Beendigung des Experiments durch einen automatisierten Lade- und Entlademechanismus auch im kalten Zustand extrahiert werden können, sodass das Gerät schon nach weniger als 10 Minuten für das nächste Experiment zur Verfügung steh, um so Messreihen mit außergewöhnlich hohem Durchsatz zu realisieren. Dabei soll die komplette Installations-, Abkühl- und Extraktionszeit pro Versuch in Summe weniger als 4 Stunden betragen. • A2. Minimaltemperatur und zugänglicher Temperaturbereich Tieftemperaturmessungen sollen im Bereich zwischen 100 mK und 300 K kontinuierlich geregelt und werden können. • A3. Probenträger-System Der Aufbau eines Experiments oder einer Materialprobe soll außerhalb des Kryostaten erfolgen. • A4. Probenmagnet Das System soll mit einem supraleitenden Probenmagneten ausgerüstet werden, der ein Feld von mindestens 5 T am Probenort erzeugt. Der Probenmagnet soll über den gesamten spezifizierten Temperaturbereich betrieben werden können. • A5. Systemgröße und Ergonomie Das System soll auch in Räumen mit geringer Deckenhöhe (< 2,30 m) genutzt werden können. • A6. Kryogenfreies Kühlsystem Da die geringe Verfügbarkeit von Helium-4 und insbesondere von Helium-3 in letzter Zeit zu einem starken Anstieg der Betriebs- und Anschaffungskosten von Tieftemperatur-Kryogenausrüstungen geführt hat, soll das System ein kryogenfreies Kühlsystem enthalten.",359300.00,EUR,kiutra GmbH,DE,Missing: Justification
2021/S 240-630983,2021-12-10,Technische Universiteit Eindhoven,NL,1,Two Cryogen-Free Dilution Refrigerators,The delivery and installation of two Cryogen-Free Dilution Refrigerators.,Missing: Amount,Missing: Amount,no awarded supplier,no awarded supplier,Missing: Justification
2022/S 202-574587,2022-10-19,Université catholique de Louvain - Service des Achats,BE,UCL SA 2022.17,"MARCHÉ PUBLIC DE FOURNITURES AYANT POUR OBJET LA FOURNITURE, LA LIVRAISON ET L’INSTALLATION D’UN REFRIGERATEUR A DILUTION SANS FLUIDE CRYOGENIQUE POUR L’UCLOUVAIN","Le présent marché a pour objet la fourniture, la livraison et l’installation d’un réfrigérateur à dilution sans fluide cryogénique (cryostat à cycle fermé) avec un système d'échange rapide d'échantillons, un aimant vectoriel et un amortissement vibratoire pour l’UCLouvain.",653300.00,EUR,BLUEFORS Oy,FI,Missing: Justification
2022/S 073-195100,2022-04-13,Universität Stuttgart,DE,21-274,Auftragsvergabe Bluefors Oy,"Gegenstand der Beschaffung ist ein 3He-4He-Entmischungskryostat (cryogen-free) zur Untersuchung der Mikrowelleneigenschaften verschiedener Materialien, z.B. von Supraleitern, bei mK-Temperaturen. Zu diesen Experimenten gehört der Einsatz einfacher supraleitender Quantenschaltkreise. Der Entmischungskryostat muss ein betriebsfertiges Komplettsystem sein (insbesondere incl. dem eigentlichen Kryostaten (in auf dem Boden stehender Halterung) mit installierten DC- und Mikrowellenleitungen, dem gas handling system und Pulsröhrenkühler, der Helium-Gasmischung, sowie der Steuerungselektronik für vollautomatischen Betrieb incl. Temperaturregelung). Das System muss bei verschiedenen Temperaturstufen die Möglichkeit zum Thermalisieren von Messleitungen haben; diese Temperaturstufen können beispielsweise wie folgt eingerichtet sein (von oben nach unten): 50K/PTR1, 4K/PTR2, Still Plate, Cold Plate, Mischkammer. Die eigentlichen Experimente werden auf der Mischkammerstufe erfolgen; zusätzliche Tieftemperaturelektronik muss auf Stufen höherer Temperatur montiert werden können. Das System muss bereits mit verschiedenen Mikrowellenkoaxialkabeln ausgestattet sein und der spätere Einbau weiterer Mikrowellenkoaxialkabel muss einfach möglich sein.",458600.00,EUR,Bluefors Oy,FI,Missing: Justification
